"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2024";"Emenda Individual - Transferências Especiais";"STEFANO AGUIAR";"0003";"RIO MANSO - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202429240003";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ROSANGELA GOMES";"0006";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202437560006";"200.000,00";"114.118,98";"114.118,98";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JOSE RICARDO";"0016";"AMAZONAS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241090016";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2024";"Emenda Individual - Transferências Especiais";"DELEGADO MATHEUS LAIOLA";"0012";"MEDIANEIRA - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443480012";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"RAIMUNDO COSTA";"0016";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202441280016";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JULIO CESAR";"0019";"JATOBÁ DO PIAUÍ - PI";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202212460019";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"MISAEL VARELLA";"0015";"MUTUM - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237310015";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"ROGERIO CORREIA";"0002";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240640002";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"TADEU ALENCAR";"0011";"Nordeste";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237670011";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"PEDRO WESTPHALEN";"0016";"SÃO MARTINHO - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241680016";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"BETO ROSADO";"0007";"MOSSORÓ - RN";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330540007";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"MISAEL VARELLA";"0013";"BARÃO DE MONTE ALTO - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237310013";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2024";"Emenda Individual - Transferências Especiais";"DELEGADO MATHEUS LAIOLA";"0007";"MARECHAL CÂNDIDO RONDON - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443480007";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"DELEGADO DA CUNHA";"0003";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443460003";"200.000,00";"114.118,98";"114.118,98";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ELY SANTOS";"0016";"CARAPICUÍBA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202442290016";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"ESPERIDIAO AMIN";"0002";"SANTA CATARINA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202222100002";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"MAURO NAZIF";"0005";"COLORADO DO OESTE - RO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202224210005";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"DR. FREDERICO";"0002";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239600002";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"JEFFERSON CAMPOS";"0017";"DOURADO - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202215810017";"200.000,00";"90.159,00";"90.159,00";"109.841,00";"0,00";"109.841,00";
"2024";"Emenda Individual - Transferências Especiais";"ROBERTA ROMA";"0002";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444620002";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"ABILIO SANTANA";"0007";"SOUTO SOARES - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202238950007";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"CARLA DICKSON";"0004";"RIO GRANDE DO NORTE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202242020004";"200.000,00";"100.000,00";"100.000,00";"100.000,00";"0,00";"100.000,00";
"2023";"Emenda Individual - Transferências Especiais";"FABIO RAMALHO";"0016";"CAPELINHA - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202323680016";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"RAIMUNDO COSTA";"0006";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241280006";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2024";"Emenda Individual - Transferências Especiais";"DELEGADO MATHEUS LAIOLA";"0011";"FRANCISCO BELTRÃO - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443480011";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"PROFESSOR JOZIEL";"0007";"APERIBÉ - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240590007";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"STEFANO AGUIAR";"0001";"POÇOS DE CALDAS - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202229240001";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2024";"Emenda Individual - Transferências Especiais";"DELEGADO MATHEUS LAIOLA";"0013";"PARANAGUÁ - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443480013";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"NEREU CRISPIM";"0003";"SANTA CATARINA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241210003";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"ABILIO SANTANA";"0004";"IRAMAIA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202238950004";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2023";"Emenda Individual - Transferências Especiais";"DELEGADO WALDIR";"0008";"PETROLINA DE GOIÁS - GO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202329270008";"200.244,00";"200.244,00";"200.244,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DELEGADO WALDIR";"0009";"CABECEIRAS - GO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202329270009";"200.244,00";"200.244,00";"200.244,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DELEGADO WALDIR";"0007";"CAMPOS VERDES - GO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202329270007";"200.244,00";"200.244,00";"200.244,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DELEGADO WALDIR";"0010";"NOVA AMÉRICA - GO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202329270010";"200.244,00";"200.244,00";"200.244,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"DANDARA";"0024";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443340024";"215.000,00";"122.677,90";"122.677,90";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"DANIEL TRZECIAK";"0001";"Sul";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202439510001";"225.400,00";"220.000,00";"220.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ACIR GURGACZ";"0022";"CAMPO NOVO DE RONDÔNIA - RO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202326330022";"239.488,00";"239.488,00";"239.488,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"CLARISSA GAROTINHO";"0014";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230750014";"240.000,00";"0,00";"0,00";"240.000,00";"0,00";"240.000,00";
"2023";"Emenda Individual - Transferências Especiais";"DELEGADO WALDIR";"0004";"GOIÁS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202329270004";"240.671,00";"240.671,00";"240.671,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"MARA ROCHA";"0016";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202340380016";"244.381,00";"244.381,00";"244.381,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"MARA ROCHA";"0013";"ACRELÂNDIA - AC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202340380013";"244.381,00";"244.381,00";"244.381,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"WALTER ALVES";"0012";"RIO GRANDE DO NORTE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337790012";"248.369,00";"248.369,00";"248.369,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"FLAVIO ARNS";"0009";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202320380009";"249.346,00";"249.346,00";"249.346,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CELIO MOURA";"0025";"DUERÉ - TO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339350025";"250.000,00";"250.000,00";"250.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"PEDRO WESTPHALEN";"0004";"GUAPORÉ - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241680004";"250.000,00";"250.000,00";"250.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"ALAN RICK";"0015";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230360015";"250.000,00";"0,00";"0,00";"250.000,00";"0,00";"250.000,00";
"2022";"Emenda Individual - Transferências Especiais";"CAPITAO ALBERTO NETO";"0001";"PARINTINS - AM";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239260001";"250.000,00";"0,00";"0,00";"250.000,00";"0,00";"250.000,00";
"2022";"Emenda Individual - Transferências Especiais";"JULIO CESAR";"0018";"ASSUNÇÃO DO PIAUÍ - PI";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202212460018";"250.000,00";"0,00";"0,00";"250.000,00";"0,00";"250.000,00";
"2022";"Emenda Individual - Transferências Especiais";"CID GOMES";"0011";"COREAÚ - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240810011";"250.000,00";"0,00";"0,00";"250.000,00";"0,00";"250.000,00";
"2024";"Emenda Individual - Transferências Especiais";"MARCIO CORREA";"0003";"GOIÁS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202445090003";"250.000,00";"250.000,00";"250.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JULIO CESAR";"0014";"ALTO LONGÁ - PI";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202212460014";"250.000,00";"75.491,00";"75.491,00";"174.509,00";"0,00";"174.509,00";
"2022";"Emenda Individual - Transferências Especiais";"EDILAZIO JUNIOR";"0006";"CODÓ - MA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239680006";"250.000,00";"0,00";"0,00";"250.000,00";"0,00";"250.000,00";
"2022";"Emenda Individual - Transferências Especiais";"LUCAS REDECKER";"0020";"SOLEDADE - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240330020";"250.000,00";"250.000,00";"250.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"EDILAZIO JUNIOR";"0007";"SÃO LUÍS - MA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239680007";"250.000,00";"0,00";"0,00";"250.000,00";"0,00";"250.000,00";
"2022";"Emenda Individual - Transferências Especiais";"EDILAZIO JUNIOR";"0005";"AÇAILÂNDIA - MA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239680005";"250.000,00";"0,00";"0,00";"250.000,00";"0,00";"250.000,00";
"2022";"Emenda Individual - Transferências Especiais";"ACIR GURGACZ";"0011";"ALTA FLORESTA D'OESTE - RO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202226330011";"250.000,00";"0,00";"0,00";"250.000,00";"0,00";"250.000,00";
"2022";"Emenda Individual - Transferências Especiais";"EDILAZIO JUNIOR";"0004";"TIMON - MA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239680004";"250.000,00";"0,00";"0,00";"250.000,00";"0,00";"250.000,00";
"2022";"Emenda Individual - Transferências Especiais";"PROFESSORA MARCIVANIA";"0002";"CALÇOENE - AP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202226750002";"250.000,00";"250.000,00";"250.000,00";"0,00";"0,00";"0,00";
